ID1,名前1,名前2,HP1,HP2,HP合計,余り
1,キャラウェイ,にせヒーロー,40,90,130,2
1,キャラウェイ,ココット,40,24,64,0
2,クミン,しゅじんこう,27,90,117,5
2,クミン,カシュー,27,39,66,2
2,クミン,ガスパチョ,27,37,64,0
2,クミン,ビシソワーズ,27,27,54,6
2,クミン,キッシュ,27,26,53,5
2,クミン,シェーブル,27,27,54,6
2,クミン,アルファルファ,27,38,65,1
2,クミン,デュオニソス,27,54,81,1
2,クミン,キャンディー,27,26,53,5
2,クミン,エピィ,27,57,84,4
2,クミン,アポロン,27,74,101,5
2,クミン,ヘスティア,27,25,52,4
2,クミン,レモン,27,27,54,6
2,クミン,ブカティーニ,27,42,69,5
2,クミン,カシス,27,73,100,4
2,クミン,チキータ,27,74,101,5
2,クミン,ランプータン,27,27,54,6
2,クミン,マスカット,27,27,54,6
2,クミン,バゲット,27,37,64,0
2,クミン,ブリオッシュ,27,60,87,7
2,クミン,ブレッツェル,27,71,98,2
2,クミン,ショコラ,27,56,83,3
2,クミン,ブラウニー,27,5,32,0
2,クミン,キャロット,27,60,87,7
2,クミン,コンポート,27,55,82,2
2,クミン,グリッシーニ,27,74,101,5
2,クミン,リディア,27,72,99,3
2,クミン,カイン,27,74,101,5
2,クミン,グレイ,27,73,100,4
2,クミン,レオンハルト,27,71,98,2
2,クミン,ハバティー,27,54,81,1
2,クミン,マルガリータ,27,72,99,3
2,クミン,マラスキーノ,27,74,101,5
2,クミン,アクアビット,27,69,96,0
2,クミン,ラ ターシュ,27,69,96,0
2,クミン,バランタイン,27,70,97,1
2,クミン,カミュ,27,73,100,4
2,クミン,クイーン,27,70,97,1
2,クミン,にせヒーロー,27,90,117,5
2,クミン,ココット,27,24,51,3
2,クミン,ゼウス,27,85,112,0
3,コリアンダー,しゅじんこう,38,90,128,0
3,コリアンダー,クミン,38,27,65,1
3,コリアンダー,ヘーゼル,38,33,71,7
3,コリアンダー,ガルバンゾー,38,30,68,4
3,コリアンダー,ビシソワーズ,38,27,65,1
3,コリアンダー,キッシュ,38,26,64,0
3,コリアンダー,シェーブル,38,27,65,1
3,コリアンダー,リーキ,38,30,68,4
3,コリアンダー,アルテミス,38,49,87,7
3,コリアンダー,キャンディー,38,26,64,0
3,コリアンダー,ソーピニヨン,38,48,86,6
3,コリアンダー,ピオーネ,38,46,84,4
3,コリアンダー,ヘパイストス,38,49,87,7
3,コリアンダー,エシャロット,38,46,84,4
3,コリアンダー,アポロン,38,74,112,0
3,コリアンダー,ジェラート,38,49,87,7
3,コリアンダー,レモン,38,27,65,1
3,コリアンダー,ブカティーニ,38,42,80,0
3,コリアンダー,チキータ,38,74,112,0
3,コリアンダー,ランプータン,38,27,65,1
3,コリアンダー,マスカット,38,27,65,1
3,コリアンダー,ブリオッシュ,38,60,98,2
3,コリアンダー,マフィン,38,15,53,5
3,コリアンダー,シフォン,38,62,100,4
3,コリアンダー,キャロット,38,60,98,2
3,コリアンダー,グリッシーニ,38,74,112,0
3,コリアンダー,シュガー,38,49,87,7
3,コリアンダー,オレガノ,38,65,103,7
3,コリアンダー,サフラン,38,64,102,6
3,コリアンダー,カイン,38,74,112,0
3,コリアンダー,エダム,38,48,86,6
3,コリアンダー,ブリー,38,29,67,3
3,コリアンダー,マラスキーノ,38,74,112,0
3,コリアンダー,にせヒーロー,38,90,128,0
4,バジル,しゅじんこう,40,90,130,2
4,バジル,クミン,40,27,67,3
4,バジル,ガルバンゾー,40,30,70,6
4,バジル,ビシソワーズ,40,27,67,3
4,バジル,キッシュ,40,26,66,2
4,バジル,シェーブル,40,27,67,3
4,バジル,リーキ,40,30,70,6
4,バジル,キャンディー,40,26,66,2
4,バジル,ピオーネ,40,46,86,6
4,バジル,エシャロット,40,46,86,6
4,バジル,エピィ,40,57,97,1
4,バジル,アポロン,40,74,114,2
4,バジル,ヘスティア,40,25,65,1
4,バジル,レモン,40,27,67,3
4,バジル,ブカティーニ,40,42,82,2
4,バジル,カシス,40,73,113,1
4,バジル,チキータ,40,74,114,2
4,バジル,ランプータン,40,27,67,3
4,バジル,マスカット,40,27,67,3
4,バジル,ブリオッシュ,40,60,100,4
4,バジル,マフィン,40,15,55,7
4,バジル,ショコラ,40,56,96,0
4,バジル,シフォン,40,62,102,6
4,バジル,キャロット,40,60,100,4
4,バジル,グリッシーニ,40,74,114,2
4,バジル,リディア,40,72,112,0
4,バジル,カイン,40,74,114,2
4,バジル,グレイ,40,73,113,1
4,バジル,ブリー,40,29,69,5
4,バジル,マルガリータ,40,72,112,0
4,バジル,マラスキーノ,40,74,114,2
4,バジル,カミュ,40,73,113,1
4,バジル,にせヒーロー,40,90,130,2
4,バジル,ココット,40,24,64,0
5,ミント,ヘーゼル,32,33,65,1
5,ミント,カシュー,32,39,71,7
5,ミント,ガスパチョ,32,37,69,5
5,ミント,チコリ,32,18,50,2
5,ミント,アルファルファ,32,38,70,6
5,ミント,デュオニソス,32,54,86,6
5,ミント,アルテミス,32,49,81,1
5,ミント,ソーピニヨン,32,48,80,0
5,ミント,セミヨン,32,36,68,4
5,ミント,ヘパイストス,32,49,81,1
5,ミント,アテナ,32,66,98,2
5,ミント,ジェラート,32,49,81,1
5,ミント,フェットチーネ,32,67,99,3
5,ミント,バゲット,32,37,69,5
5,ミント,ブレッツェル,32,71,103,7
5,ミント,ミモザ,32,66,98,2
5,ミント,ブラウニー,32,5,37,5
5,ミント,コンポート,32,55,87,7
5,ミント,シュガー,32,49,81,1
5,ミント,オレガノ,32,65,97,1
5,ミント,サフラン,32,64,96,0
5,ミント,エストラゴン,32,66,98,2
5,ミント,レオンハルト,32,71,103,7
5,ミント,フリオニール,32,67,99,3
5,ミント,ハバティー,32,54,86,6
5,ミント,マリボー,32,66,98,2
5,ミント,ラクレット,32,36,68,4
5,ミント,エダム,32,48,80,0
5,ミント,アクアビット,32,69,101,5
5,ミント,ラ ターシュ,32,69,101,5
5,ミント,バランタイン,32,70,102,6
5,ミント,クイーン,32,70,102,6
5,ミント,プリンス,32,100,132,4
5,ミント,せいめいたい,32,500,532,4
5,ミント,ヴィーナス,32,82,114,2
5,ミント,ゼウス,32,85,117,5
6,パプリカ,ヘーゼル,34,33,67,3
6,パプリカ,ガルバンゾー,34,30,64,0
6,パプリカ,ガスパチョ,34,37,71,7
6,パプリカ,チコリ,34,18,52,4
6,パプリカ,リーキ,34,30,64,0
6,パプリカ,アルテミス,34,49,83,3
6,パプリカ,ソーピニヨン,34,48,82,2
6,パプリカ,ピオーネ,34,46,80,0
6,パプリカ,セミヨン,34,36,70,6
6,パプリカ,ヘパイストス,34,49,83,3
6,パプリカ,エシャロット,34,46,80,0
6,パプリカ,アテナ,34,66,100,4
6,パプリカ,ジェラート,34,49,83,3
6,パプリカ,フェットチーネ,34,67,101,5
6,パプリカ,バゲット,34,37,71,7
6,パプリカ,マフィン,34,15,49,1
6,パプリカ,ミモザ,34,66,100,4
6,パプリカ,シフォン,34,62,96,0
6,パプリカ,ブラウニー,34,5,39,7
6,パプリカ,シュガー,34,49,83,3
6,パプリカ,オレガノ,34,65,99,3
6,パプリカ,サフラン,34,64,98,2
6,パプリカ,エストラゴン,34,66,100,4
6,パプリカ,フリオニール,34,67,101,5
6,パプリカ,マリボー,34,66,100,4
6,パプリカ,ラクレット,34,36,70,6
6,パプリカ,エダム,34,48,82,2
6,パプリカ,アクアビット,34,69,103,7
6,パプリカ,ラ ターシュ,34,69,103,7
6,パプリカ,プリンス,34,100,134,6
6,パプリカ,せいめいたい,34,500,534,6
6,パプリカ,ヴィーナス,34,82,116,4
6,パプリカ,ゼウス,34,85,119,7
7,シナモン,しゅじんこう,39,90,129,1
7,シナモン,クミン,39,27,66,2
7,シナモン,ガルバンゾー,39,30,69,5
7,シナモン,ビシソワーズ,39,27,66,2
7,シナモン,キッシュ,39,26,65,1
7,シナモン,シェーブル,39,27,66,2
7,シナモン,リーキ,39,30,69,5
7,シナモン,キャンディー,39,26,65,1
7,シナモン,ソーピニヨン,39,48,87,7
7,シナモン,ピオーネ,39,46,85,5
7,シナモン,エシャロット,39,46,85,5
7,シナモン,エピィ,39,57,96,0
7,シナモン,アポロン,39,74,113,1
7,シナモン,ヘスティア,39,25,64,0
7,シナモン,レモン,39,27,66,2
7,シナモン,ブカティーニ,39,42,81,1
7,シナモン,カシス,39,73,112,0
7,シナモン,チキータ,39,74,113,1
7,シナモン,ランプータン,39,27,66,2
7,シナモン,マスカット,39,27,66,2
7,シナモン,ブリオッシュ,39,60,99,3
7,シナモン,マフィン,39,15,54,6
7,シナモン,シフォン,39,62,101,5
7,シナモン,キャロット,39,60,99,3
7,シナモン,グリッシーニ,39,74,113,1
7,シナモン,サフラン,39,64,103,7
7,シナモン,カイン,39,74,113,1
7,シナモン,グレイ,39,73,112,0
7,シナモン,エダム,39,48,87,7
7,シナモン,ブリー,39,29,68,4
7,シナモン,マラスキーノ,39,74,113,1
7,シナモン,カミュ,39,73,112,0
7,シナモン,にせヒーロー,39,90,129,1
8,ヘーゼル,ガスパチョ,33,37,70,6
8,ヘーゼル,チコリ,33,18,51,3
8,ヘーゼル,アルファルファ,33,38,71,7
8,ヘーゼル,デュオニソス,33,54,87,7
8,ヘーゼル,アルテミス,33,49,82,2
8,ヘーゼル,ソーピニヨン,33,48,81,1
8,ヘーゼル,セミヨン,33,36,69,5
8,ヘーゼル,ヘパイストス,33,49,82,2
8,ヘーゼル,アテナ,33,66,99,3
8,ヘーゼル,ジェラート,33,49,82,2
8,ヘーゼル,フェットチーネ,33,67,100,4
8,ヘーゼル,バゲット,33,37,70,6
8,ヘーゼル,マフィン,33,15,48,0
8,ヘーゼル,ミモザ,33,66,99,3
8,ヘーゼル,ブラウニー,33,5,38,6
8,ヘーゼル,シュガー,33,49,82,2
8,ヘーゼル,オレガノ,33,65,98,2
8,ヘーゼル,サフラン,33,64,97,1
8,ヘーゼル,エストラゴン,33,66,99,3
8,ヘーゼル,フリオニール,33,67,100,4
8,ヘーゼル,ハバティー,33,54,87,7
8,ヘーゼル,マリボー,33,66,99,3
8,ヘーゼル,ラクレット,33,36,69,5
8,ヘーゼル,エダム,33,48,81,1
8,ヘーゼル,アクアビット,33,69,102,6
8,ヘーゼル,ラ ターシュ,33,69,102,6
8,ヘーゼル,バランタイン,33,70,103,7
8,ヘーゼル,クイーン,33,70,103,7
8,ヘーゼル,プリンス,33,100,133,5
8,ヘーゼル,せいめいたい,33,500,533,5
8,ヘーゼル,ヴィーナス,33,82,115,3
8,ヘーゼル,ゼウス,33,85,118,6
9,ガルバンゾー,カシュー,30,39,69,5
9,ガルバンゾー,ガスパチョ,30,37,67,3
9,ガルバンゾー,チコリ,30,18,48,0
9,ガルバンゾー,アルファルファ,30,38,68,4
9,ガルバンゾー,デュオニソス,30,54,84,4
9,ガルバンゾー,セミヨン,30,36,66,2
9,ガルバンゾー,アテナ,30,66,96,0
9,ガルバンゾー,エピィ,30,57,87,7
9,ガルバンゾー,ヘスティア,30,25,55,7
9,ガルバンゾー,フェットチーネ,30,67,97,1
9,ガルバンゾー,カシス,30,73,103,7
9,ガルバンゾー,バゲット,30,37,67,3
9,ガルバンゾー,ブレッツェル,30,71,101,5
9,ガルバンゾー,ミモザ,30,66,96,0
9,ガルバンゾー,ショコラ,30,56,86,6
9,ガルバンゾー,ブラウニー,30,5,35,3
9,ガルバンゾー,コンポート,30,55,85,5
9,ガルバンゾー,エストラゴン,30,66,96,0
9,ガルバンゾー,リディア,30,72,102,6
9,ガルバンゾー,グレイ,30,73,103,7
9,ガルバンゾー,レオンハルト,30,71,101,5
9,ガルバンゾー,フリオニール,30,67,97,1
9,ガルバンゾー,ハバティー,30,54,84,4
9,ガルバンゾー,マリボー,30,66,96,0
9,ガルバンゾー,ラクレット,30,36,66,2
9,ガルバンゾー,マルガリータ,30,72,102,6
9,ガルバンゾー,アクアビット,30,69,99,3
9,ガルバンゾー,ラ ターシュ,30,69,99,3
9,ガルバンゾー,バランタイン,30,70,100,4
9,ガルバンゾー,カミュ,30,73,103,7
9,ガルバンゾー,クイーン,30,70,100,4
9,ガルバンゾー,プリンス,30,100,130,2
9,ガルバンゾー,せいめいたい,30,500,530,2
9,ガルバンゾー,ココット,30,24,54,6
9,ガルバンゾー,ヴィーナス,30,82,112,0
9,ガルバンゾー,ゼウス,30,85,115,3
10,ラズベリー,しゅじんこう,45,90,135,7
10,ラズベリー,カシュー,45,39,84,4
10,ラズベリー,ガスパチョ,45,37,82,2
10,ラズベリー,キッシュ,45,26,71,7
10,ラズベリー,アルファルファ,45,38,83,3
10,ラズベリー,デュオニソス,45,54,99,3
10,ラズベリー,キャンディー,45,26,71,7
10,ラズベリー,セミヨン,45,36,81,1
10,ラズベリー,エピィ,45,57,102,6
10,ラズベリー,アポロン,45,74,119,7
10,ラズベリー,ヘスティア,45,25,70,6
10,ラズベリー,フェットチーネ,45,67,112,0
10,ラズベリー,ブカティーニ,45,42,87,7
10,ラズベリー,カシス,45,73,118,6
10,ラズベリー,チキータ,45,74,119,7
10,ラズベリー,バゲット,45,37,82,2
10,ラズベリー,ブレッツェル,45,71,116,4
10,ラズベリー,ショコラ,45,56,101,5
10,ラズベリー,ブラウニー,45,5,50,2
10,ラズベリー,コンポート,45,55,100,4
10,ラズベリー,グリッシーニ,45,74,119,7
10,ラズベリー,リディア,45,72,117,5
10,ラズベリー,カイン,45,74,119,7
10,ラズベリー,グレイ,45,73,118,6
10,ラズベリー,レオンハルト,45,71,116,4
10,ラズベリー,フリオニール,45,67,112,0
10,ラズベリー,ハバティー,45,54,99,3
10,ラズベリー,ラクレット,45,36,81,1
10,ラズベリー,マルガリータ,45,72,117,5
10,ラズベリー,マラスキーノ,45,74,119,7
10,ラズベリー,アクアビット,45,69,114,2
10,ラズベリー,ラ ターシュ,45,69,114,2
10,ラズベリー,バランタイン,45,70,115,3
10,ラズベリー,カミュ,45,73,118,6
10,ラズベリー,クイーン,45,70,115,3
10,ラズベリー,プリンス,45,100,145,1
10,ラズベリー,にせヒーロー,45,90,135,7
10,ラズベリー,せいめいたい,45,500,545,1
10,ラズベリー,ココット,45,24,69,5
10,ラズベリー,ゼウス,45,85,130,2
11,ピスタチオ,ヘーゼル,49,33,82,2
11,ピスタチオ,ガスパチョ,49,37,86,6
11,ピスタチオ,チコリ,49,18,67,3
11,ピスタチオ,アルファルファ,49,38,87,7
11,ピスタチオ,デュオニソス,49,54,103,7
11,ピスタチオ,アルテミス,49,49,98,2
11,ピスタチオ,ソーピニヨン,49,48,97,1
11,ピスタチオ,セミヨン,49,36,85,5
11,ピスタチオ,ヘパイストス,49,49,98,2
11,ピスタチオ,アテナ,49,66,115,3
11,ピスタチオ,ジェラート,49,49,98,2
11,ピスタチオ,フェットチーネ,49,67,116,4
11,ピスタチオ,バゲット,49,37,86,6
11,ピスタチオ,マフィン,49,15,64,0
11,ピスタチオ,ミモザ,49,66,115,3
11,ピスタチオ,ブラウニー,49,5,54,6
11,ピスタチオ,シュガー,49,49,98,2
11,ピスタチオ,オレガノ,49,65,114,2
11,ピスタチオ,サフラン,49,64,113,1
11,ピスタチオ,エストラゴン,49,66,115,3
11,ピスタチオ,フリオニール,49,67,116,4
11,ピスタチオ,ハバティー,49,54,103,7
11,ピスタチオ,マリボー,49,66,115,3
11,ピスタチオ,ラクレット,49,36,85,5
11,ピスタチオ,エダム,49,48,97,1
11,ピスタチオ,アクアビット,49,69,118,6
11,ピスタチオ,ラ ターシュ,49,69,118,6
11,ピスタチオ,バランタイン,49,70,119,7
11,ピスタチオ,クイーン,49,70,119,7
11,ピスタチオ,プリンス,49,100,149,5
11,ピスタチオ,せいめいたい,49,500,549,5
11,ピスタチオ,ヴィーナス,49,82,131,3
11,ピスタチオ,ゼウス,49,85,134,6
12,マカデミア,ヘーゼル,34,33,67,3
12,マカデミア,ガルバンゾー,34,30,64,0
12,マカデミア,ガスパチョ,34,37,71,7
12,マカデミア,チコリ,34,18,52,4
12,マカデミア,リーキ,34,30,64,0
12,マカデミア,アルテミス,34,49,83,3
12,マカデミア,ソーピニヨン,34,48,82,2
12,マカデミア,ピオーネ,34,46,80,0
12,マカデミア,セミヨン,34,36,70,6
12,マカデミア,ヘパイストス,34,49,83,3
12,マカデミア,エシャロット,34,46,80,0
12,マカデミア,アテナ,34,66,100,4
12,マカデミア,ジェラート,34,49,83,3
12,マカデミア,フェットチーネ,34,67,101,5
12,マカデミア,バゲット,34,37,71,7
12,マカデミア,マフィン,34,15,49,1
12,マカデミア,ミモザ,34,66,100,4
12,マカデミア,シフォン,34,62,96,0
12,マカデミア,ブラウニー,34,5,39,7
12,マカデミア,シュガー,34,49,83,3
12,マカデミア,オレガノ,34,65,99,3
12,マカデミア,サフラン,34,64,98,2
12,マカデミア,エストラゴン,34,66,100,4
12,マカデミア,フリオニール,34,67,101,5
12,マカデミア,マリボー,34,66,100,4
12,マカデミア,ラクレット,34,36,70,6
12,マカデミア,エダム,34,48,82,2
12,マカデミア,アクアビット,34,69,103,7
12,マカデミア,ラ ターシュ,34,69,103,7
12,マカデミア,プリンス,34,100,134,6
12,マカデミア,せいめいたい,34,500,534,6
12,マカデミア,ヴィーナス,34,82,116,4
12,マカデミア,ゼウス,34,85,119,7
13,カシュー,しゅじんこう,39,90,129,1
13,カシュー,クミン,39,27,66,2
13,カシュー,ガルバンゾー,39,30,69,5
13,カシュー,ビシソワーズ,39,27,66,2
13,カシュー,キッシュ,39,26,65,1
13,カシュー,シェーブル,39,27,66,2
13,カシュー,リーキ,39,30,69,5
13,カシュー,キャンディー,39,26,65,1
13,カシュー,ソーピニヨン,39,48,87,7
13,カシュー,ピオーネ,39,46,85,5
13,カシュー,エシャロット,39,46,85,5
13,カシュー,エピィ,39,57,96,0
13,カシュー,アポロン,39,74,113,1
13,カシュー,ヘスティア,39,25,64,0
13,カシュー,レモン,39,27,66,2
13,カシュー,ブカティーニ,39,42,81,1
13,カシュー,カシス,39,73,112,0
13,カシュー,チキータ,39,74,113,1
13,カシュー,ランプータン,39,27,66,2
13,カシュー,マスカット,39,27,66,2
13,カシュー,ブリオッシュ,39,60,99,3
13,カシュー,マフィン,39,15,54,6
13,カシュー,シフォン,39,62,101,5
13,カシュー,キャロット,39,60,99,3
13,カシュー,グリッシーニ,39,74,113,1
13,カシュー,サフラン,39,64,103,7
13,カシュー,カイン,39,74,113,1
13,カシュー,グレイ,39,73,112,0
13,カシュー,エダム,39,48,87,7
13,カシュー,ブリー,39,29,68,4
13,カシュー,マラスキーノ,39,74,113,1
13,カシュー,カミュ,39,73,112,0
13,カシュー,にせヒーロー,39,90,129,1
14,クランベリー,ヘーゼル,51,33,84,4
14,クランベリー,ガルバンゾー,51,30,81,1
14,クランベリー,チコリ,51,18,69,5
14,クランベリー,リーキ,51,30,81,1
14,クランベリー,アルテミス,51,49,100,4
14,クランベリー,ソーピニヨン,51,48,99,3
14,クランベリー,ピオーネ,51,46,97,1
14,クランベリー,セミヨン,51,36,87,7
14,クランベリー,ヘパイストス,51,49,100,4
14,クランベリー,エシャロット,51,46,97,1
14,クランベリー,アテナ,51,66,117,5
14,クランベリー,ジェラート,51,49,100,4
14,クランベリー,フェットチーネ,51,67,118,6
14,クランベリー,マフィン,51,15,66,2
14,クランベリー,ミモザ,51,66,117,5
14,クランベリー,シフォン,51,62,113,1
14,クランベリー,シュガー,51,49,100,4
14,クランベリー,オレガノ,51,65,116,4
14,クランベリー,サフラン,51,64,115,3
14,クランベリー,エストラゴン,51,66,117,5
14,クランベリー,フリオニール,51,67,118,6
14,クランベリー,マリボー,51,66,117,5
14,クランベリー,ラクレット,51,36,87,7
14,クランベリー,エダム,51,48,99,3
14,クランベリー,ブリー,51,29,80,0
14,クランベリー,プリンス,51,100,151,7
14,クランベリー,せいめいたい,51,500,551,7
14,クランベリー,ヴィーナス,51,82,133,5
15,ガスパチョ,クミン,37,27,64,0
15,ガスパチョ,ヘーゼル,37,33,70,6
15,ガスパチョ,ガルバンゾー,37,30,67,3
15,ガスパチョ,ビシソワーズ,37,27,64,0
15,ガスパチョ,シェーブル,37,27,64,0
15,ガスパチョ,チコリ,37,18,55,7
15,ガスパチョ,リーキ,37,30,67,3
15,ガスパチョ,アルテミス,37,49,86,6
15,ガスパチョ,ソーピニヨン,37,48,85,5
15,ガスパチョ,ピオーネ,37,46,83,3
15,ガスパチョ,ヘパイストス,37,49,86,6
15,ガスパチョ,エシャロット,37,46,83,3
15,ガスパチョ,アテナ,37,66,103,7
15,ガスパチョ,ジェラート,37,49,86,6
15,ガスパチョ,レモン,37,27,64,0
15,ガスパチョ,ランプータン,37,27,64,0
15,ガスパチョ,マスカット,37,27,64,0
15,ガスパチョ,ブリオッシュ,37,60,97,1
15,ガスパチョ,マフィン,37,15,52,4
15,ガスパチョ,ミモザ,37,66,103,7
15,ガスパチョ,シフォン,37,62,99,3
15,ガスパチョ,キャロット,37,60,97,1
15,ガスパチョ,シュガー,37,49,86,6
15,ガスパチョ,オレガノ,37,65,102,6
15,ガスパチョ,サフラン,37,64,101,5
15,ガスパチョ,エストラゴン,37,66,103,7
15,ガスパチョ,マリボー,37,66,103,7
15,ガスパチョ,エダム,37,48,85,5
15,ガスパチョ,ブリー,37,29,66,2
15,ガスパチョ,ヴィーナス,37,82,119,7
16,ビシソワーズ,しゅじんこう,27,90,117,5
16,ビシソワーズ,クミン,27,27,54,6
16,ビシソワーズ,カシュー,27,39,66,2
16,ビシソワーズ,ガスパチョ,27,37,64,0
16,ビシソワーズ,キッシュ,27,26,53,5
16,ビシソワーズ,シェーブル,27,27,54,6
16,ビシソワーズ,アルファルファ,27,38,65,1
16,ビシソワーズ,デュオニソス,27,54,81,1
16,ビシソワーズ,キャンディー,27,26,53,5
16,ビシソワーズ,エピィ,27,57,84,4
16,ビシソワーズ,アポロン,27,74,101,5
16,ビシソワーズ,ヘスティア,27,25,52,4
16,ビシソワーズ,レモン,27,27,54,6
16,ビシソワーズ,ブカティーニ,27,42,69,5
16,ビシソワーズ,カシス,27,73,100,4
16,ビシソワーズ,チキータ,27,74,101,5
16,ビシソワーズ,ランプータン,27,27,54,6
16,ビシソワーズ,マスカット,27,27,54,6
16,ビシソワーズ,バゲット,27,37,64,0
16,ビシソワーズ,ブリオッシュ,27,60,87,7
16,ビシソワーズ,ブレッツェル,27,71,98,2
16,ビシソワーズ,ショコラ,27,56,83,3
16,ビシソワーズ,ブラウニー,27,5,32,0
16,ビシソワーズ,キャロット,27,60,87,7
16,ビシソワーズ,コンポート,27,55,82,2
16,ビシソワーズ,グリッシーニ,27,74,101,5
16,ビシソワーズ,リディア,27,72,99,3
16,ビシソワーズ,カイン,27,74,101,5
16,ビシソワーズ,グレイ,27,73,100,4
16,ビシソワーズ,レオンハルト,27,71,98,2
16,ビシソワーズ,ハバティー,27,54,81,1
16,ビシソワーズ,マルガリータ,27,72,99,3
16,ビシソワーズ,マラスキーノ,27,74,101,5
16,ビシソワーズ,アクアビット,27,69,96,0
16,ビシソワーズ,ラ ターシュ,27,69,96,0
16,ビシソワーズ,バランタイン,27,70,97,1
16,ビシソワーズ,カミュ,27,73,100,4
16,ビシソワーズ,クイーン,27,70,97,1
16,ビシソワーズ,にせヒーロー,27,90,117,5
16,ビシソワーズ,ココット,27,24,51,3
16,ビシソワーズ,ゼウス,27,85,112,0
17,タピオカ,ヘーゼル,50,33,83,3
17,タピオカ,ガルバンゾー,50,30,80,0
17,タピオカ,ガスパチョ,50,37,87,7
17,タピオカ,チコリ,50,18,68,4
17,タピオカ,リーキ,50,30,80,0
17,タピオカ,アルテミス,50,49,99,3
17,タピオカ,ソーピニヨン,50,48,98,2
17,タピオカ,ピオーネ,50,46,96,0
17,タピオカ,セミヨン,50,36,86,6
17,タピオカ,ヘパイストス,50,49,99,3
17,タピオカ,エシャロット,50,46,96,0
17,タピオカ,アテナ,50,66,116,4
17,タピオカ,ジェラート,50,49,99,3
17,タピオカ,フェットチーネ,50,67,117,5
17,タピオカ,バゲット,50,37,87,7
17,タピオカ,マフィン,50,15,65,1
17,タピオカ,ミモザ,50,66,116,4
17,タピオカ,シフォン,50,62,112,0
17,タピオカ,ブラウニー,50,5,55,7
17,タピオカ,シュガー,50,49,99,3
17,タピオカ,オレガノ,50,65,115,3
17,タピオカ,サフラン,50,64,114,2
17,タピオカ,エストラゴン,50,66,116,4
17,タピオカ,フリオニール,50,67,117,5
17,タピオカ,マリボー,50,66,116,4
17,タピオカ,ラクレット,50,36,86,6
